Piazzata,Chiuse,Dettagli,Tipo,Quota,Puntata (€),Responsabilità (€),Profitto/Perdita,Stato
11-feb-26 20:35:01,11-feb-26 21:10:35,"Manchester City - Fulham Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418160234043 | ID Scommessa AdM bc000000004070f2f609",Punta,1.55,"5,00", -- ," 2,75 ",Vinta
11-feb-26 20:40:31,11-feb-26 21:04:55,"Al-Masry - Wadi Degla Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418161278853 | ID Scommessa AdM bc0000000040717a5409",Punta,2.22,"3,50", -- ," -3,50 ",Persa
11-feb-26 20:05:26,11-feb-26 21:03:26,"PAOK - Panathinaikos Over 0,5 goal-Over/Under 0,5 gol | ID scommessa Betfair 1:418155668433 | ID Scommessa AdM bc0000000023d1a1770a",Punta,1.25,"10,00", -- ," 2,50 ",Vinta
11-feb-26 19:24:25,11-feb-26 20:57:54,"Zamalek - Smouha Under 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418150816107 | ID Scommessa AdM bc00000000406c3c3c09",Punta,1.31,"5,00", -- ," 1,55 ",Vinta
11-feb-26 20:28:19,11-feb-26 20:57:52,"CA Juventus - CA Linense Under 4,5 goal-Over/Under 4,5 gol | ID scommessa Betfair 1:418159054011 | ID Scommessa AdM bc0000000023d34a1f0a",Punta,1.99,"10,00", -- ," 9,85 ",Vinta
11-feb-26 19:36:20,11-feb-26 20:57:49,"Universitatea Cluj - Otelul Galati Under 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418152316295 | ID Scommessa AdM bc0000000062a0bfc408",Punta,1.26,"4,50", -- ," 1,17 ",Vinta
11-feb-26 20:35:10,11-feb-26 20:57:45,"FC Copenhagen - Viborg Over 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418160258891 | ID Scommessa AdM bc000000004070f69509",Punta,1.79,"4,50", -- ," -4,50 ",Persa
11-feb-26 19:02:09,11-feb-26 20:56:41,Sudtirol - Monza Pareggio o ospite-Doppia Chance | ID scommessa Betfair 1:418147960056 | ID Scommessa AdM bc00000000406aca6b09,Punta,1.34,"5,00", -- ," 1,70 ",Vinta
11-feb-26 19:18:13,11-feb-26 20:42:04,"CS Sporting Liesti - Csikszereda Over 4,5 goal-Over/Under 4,5 gol | ID scommessa Betfair 1:418150061003 | ID Scommessa AdM bc00000000406bd96809",Punta,1.98,"6,00", -- ," 5,88 ",Vinta
11-feb-26 20:18:10,11-feb-26 20:37:45,"Oud-Heverlee Leuven (W) - Arsenal (F) Over 4,5 goal-Over/Under 4,5 gol | ID scommessa Betfair 1:418157644071 | ID Scommessa AdM bc0000000023d295d40a",Punta,1.77,"6,00", -- ," -6,00 ",Persa
11-feb-26 19:38:03,11-feb-26 20:26:07,"CA Juventus - CA Linense Under 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418152530238 | ID Scommessa AdM bc00000000406d18fe09",Punta,1.73,"4,50", -- ," -4,50 ",Persa
11-feb-26 20:00:28,11-feb-26 20:15:34,"Oud-Heverlee Leuven (W) - Arsenal (F) Over 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418155043277 | ID Scommessa AdM bc00000000406e508e09",Punta,1.27,"5,00", -- ," 1,35 ",Vinta
11-feb-26 18:50:25,11-feb-26 20:15:03,"Go Ahead Eagles - Heerenveen Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418146973233 | ID Scommessa AdM bc00000000406a46b209",Punta,1.75,"7,00", -- ," 5,25 ",Vinta
11-feb-26 18:06:28,11-feb-26 19:56:42,SSD Dolomiti Bellunesi - Pergolettese Casa o pareggio-Doppia Chance | ID scommessa Betfair 1:418143020790 | ID Scommessa AdM bc0000000023cb5fa60a,Punta,1.44,"6,00", -- ," -6,00 ",Persa
11-feb-26 18:01:29,11-feb-26 19:55:39,Celik Zenica - Sarajevo Sarajevo-Esito Finale | ID scommessa Betfair 1:418142500007 | ID Scommessa AdM bc000000004068235709,Punta,1.47,"7,00", -- ," 3,30 ",Vinta
11-feb-26 18:50:16,11-feb-26 19:55:29,"Oud-Heverlee Leuven (W) - Arsenal (F) Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418146961411 | ID Scommessa AdM bc0000000023cd4e910a",Punta,1.43,"7,00", -- ," 3,01 ",Vinta
11-feb-26 18:01:21,11-feb-26 19:53:16,"ASD Alcione - AC Ospitaletto Under 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418142484751 | ID Scommessa AdM bc0000000023cb230e0a",Punta,1.60,"10,00", -- ," 6,00 ",Vinta
11-feb-26 18:34:13,11-feb-26 19:45:45,"Francoforte (F) - FC Nordsjaelland (F) Over 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418145475604 | ID Scommessa AdM bc0000000023cc94b30a",Punta,1.85,"7,00", -- ," 5,95 ",Vinta
11-feb-26 19:14:09,11-feb-26 19:28:29,"FC Copenhagen - Viborg Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418149534549 | ID Scommessa AdM bc00000000406b936c09",Punta,1.41,"7,00", -- ," 2,87 ",Vinta
11-feb-26 18:40:11,11-feb-26 19:05:13,"Hacken (F) - Breidablik (W) Over 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418146041205 | ID Scommessa AdM bc00000000629d93d108",Punta,1.94,"6,00", -- ," 5,64 ",Vinta
11-feb-26 17:12:37,11-feb-26 19:01:56,"Ludogorets - PFC Levski Sofia Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418137586031 | ID Scommessa AdM bc0000000040664d2909",Punta,1.50,"7,00", -- ," -7,00 ",Persa
11-feb-26 17:08:19,11-feb-26 18:55:23,"Al-Shabbab (BRN) - Al Khalidiyah Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418137151981 | ID Scommessa AdM bc000000006299dd6c08",Punta,1.36,"7,00", -- ," -7,00 ",Persa
11-feb-26 17:05:23,11-feb-26 18:10:51,"RC Celta de Vigo U19 - Athletic Bilbao U19 Over 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418136812786 | ID Scommessa AdM bc00000000406607de09",Punta,2.20,"6,00", -- ," -6,00 ",Persa
11-feb-26 16:06:10,11-feb-26 18:02:15,"Levadiakos - OFI Under 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418131165069 | ID Scommessa AdM bc000000004063f6a709",Punta,1.76,"7,00", -- ," 5,32 ",Vinta
11-feb-26 16:01:50,11-feb-26 18:01:08,ENPPI - Pyramids Pyramids-Esito Finale | ID scommessa Betfair 1:418130738276 | ID Scommessa AdM bc0000000062978a9a08,Punta,1.78,"7,00", -- ," 5,46 ",Vinta
11-feb-26 16:48:18,11-feb-26 17:59:35,"Al Ahly Cairo - Ismaily Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418135289352 | ID Scommessa AdM bc0000000023c87dd30a",Punta,1.30,"7,00", -- ," -7,00 ",Persa
11-feb-26 16:08:31,11-feb-26 17:56:07,"Real Madrid U19 - Real Betis Balompie U19 Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418131404020 | ID Scommessa AdM bc000000006297c7ae08",Punta,1.87,"6,00", -- ," 5,22 ",Vinta
11-feb-26 16:40:20,11-feb-26 16:52:41,"RC Celta de Vigo U19 - Athletic Bilbao U19 Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418134505736 | ID Scommessa AdM bc0000000040652e7e09",Punta,1.57,"7,00", -- ," 3,99 ",Vinta
11-feb-26 16:11:26,11-feb-26 16:43:51,"Al Ahly Cairo - Ismaily Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418131712172 | ID Scommessa AdM bc000000006297e5ee08",Punta,1.48,"7,00", -- ," 3,36 ",Vinta
11-feb-26 15:39:31,11-feb-26 16:40:49,"Radnik Bijeljina - HNK Krusevo Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418128597246 | ID Scommessa AdM bc0000000023c605e20a",Punta,1.27,"7,00", -- ," 1,89 ",Vinta
11-feb-26 15:02:53,11-feb-26 16:01:24,"Monastir - Valmontone 1921 Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418125547567 | ID Scommessa AdM bc000000004061f7c009",Punta,1.30,"7,00", -- ," 2,08 ",Vinta
11-feb-26 15:18:45,11-feb-26 15:57:01,Botev Vratsa - Arda Arda-Esito Finale | ID scommessa Betfair 1:418126855903 | ID Scommessa AdM bc0000000023c56d950a,Punta,1.31,"10,00", -- ," 3,10 ",Vinta
11-feb-26 13:45:33,11-feb-26 15:17:41,"Aalborg - Thisted Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418119225346 | ID Scommessa AdM bc0000000023c29d4d0a",Punta,1.65,"5,50", -- ," -5,50 ",Persa
11-feb-26 14:46:23,11-feb-26 15:12:56,"Botev Vratsa - Arda Over 4,5 goal-Over/Under 4,5 gol | ID scommessa Betfair 1:418124176373 | ID Scommessa AdM bc0000000023c47e570a",Punta,1.35,"6,00", -- ," 2,10 ",Vinta
11-feb-26 13:40:45,11-feb-26 14:54:47,"CSM Slatina - FC Metaloglobus Bucuresti Under 4,5 goal-Over/Under 4,5 gol | ID scommessa Betfair 1:418118838477 | ID Scommessa AdM bc00000000405f6c8d09",Punta,5.70,"10,00", -- ," 47,00 ",Vinta
11-feb-26 14:28:02,11-feb-26 14:37:56,"Botev Vratsa - Arda Under 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418122481586 | ID Scommessa AdM bc000000006294a70e08",Punta,1.66,"6,50", -- ," -6,50 ",Persa
11-feb-26 14:18:37,11-feb-26 14:26:19,"Botev Vratsa - Arda Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418121690386 | ID Scommessa AdM bc0000000023c39c070a",Punta,1.25,"6,00", -- ," 1,50 ",Vinta
11-feb-26 12:36:28,11-feb-26 13:52:05,Sparta Prague (F) - FK Austria Wien (W) Pareggio o ospite-Doppia Chance | ID scommessa Betfair 1:418113814369 | ID Scommessa AdM bc000000006291100f08,Punta,1.65,"7,00", -- ," 4,53 ",Vinta
11-feb-26 13:02:50,11-feb-26 13:32:41,"CSM Slatina - FC Metaloglobus Bucuresti Under 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418115838142 | ID Scommessa AdM bc00000000405e31cc09",Punta,1.94,"1,00", -- ," -1,00 ",Persa
11-feb-26 12:42:03,11-feb-26 12:52:02,"Ulsan Hyundai - Melbourne City Under 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418114275427 | ID Scommessa AdM bc0000000023c089340a",Punta,1.32,"5,00", -- ," -5,00 ",Persa
11-feb-26 02:31:17,11-feb-26 04:29:40,Atlético Bucaramanga - Tolima Atlético Bucaramanga-Esito Finale | ID scommessa Betfair 1:418085756885 | ID Scommessa AdM bc0000000023b5e31b0a,Punta,1.99,"4,00", -- ," -4,00 ",Persa
11-feb-26 02:09:23,11-feb-26 03:59:47,Pumas - San Diego FC Pumas-Esito Finale | ID scommessa Betfair 1:418084591980 | ID Scommessa AdM bc0000000023b567b10a,Punta,1.82,"5,00", -- ," 4,10 ",Vinta
11-feb-26 02:09:16,11-feb-26 03:59:45,"Pumas - San Diego FC Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418084585946 | ID Scommessa AdM bc00000000628617bc08",Punta,1.71,"6,00", -- ," -6,00 ",Persa
11-feb-26 01:51:09,11-feb-26 03:33:55,"Deportivo Tachira - The Strongest Under 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418083659784 | ID Scommessa AdM bc0000000023b4faef0a",Punta,1.61,"6,00", -- ," 3,66 ",Vinta
11-feb-26 02:39:26,11-feb-26 03:33:55,"Deportivo Tachira - The Strongest Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418086202715 | ID Scommessa AdM bc0000000023b614160a",Punta,1.33,"10,00", -- ," -10,00 ",Persa
11-feb-26 01:31:15,11-feb-26 03:28:22,EC Vitoria Salvador - Flamengo Flamengo-Esito Finale | ID scommessa Betfair 1:418082718784 | ID Scommessa AdM bc0000000023b47d620a,Punta,1.70,"7,50", -- ," 5,25 ",Vinta
11-feb-26 01:34:09,11-feb-26 03:28:22,EC Vitoria Salvador - Flamengo Flamengo-Esito Finale | ID scommessa Betfair 1:418082855475 | ID Scommessa AdM bc0000000023b490090a,Punta,1.71,"7,50", -- ," 5,33 ",Vinta
11-feb-26 01:35:21,11-feb-26 03:28:22,EC Vitoria Salvador - Flamengo Flamengo-Esito Finale | ID scommessa Betfair 1:418082915358 | ID Scommessa AdM bc000000006285499008,Punta,1.74,"7,50", -- ," 5,55 ",Vinta
11-feb-26 02:01:15,11-feb-26 02:43:15,"EC Vitoria Salvador - Flamengo Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418084137926 | ID Scommessa AdM bc0000000023b534fe0a",Punta,1.93,"5,50", -- ," 5,12 ",Vinta
11-feb-26 01:29:18,11-feb-26 02:24:40,"Llaneros - Deportivo Pasto Under 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418082636926 | ID Scommessa AdM bc000000006285235108",Punta,3.10,"3,00", -- ," 6,30 ",Vinta
11-feb-26 01:33:13,11-feb-26 02:24:40,"Llaneros - Deportivo Pasto Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418082810155 | ID Scommessa AdM bc0000000023b48a630a",Punta,1.51,"5,00", -- ," -5,00 ",Persa
11-feb-26 01:35:14,11-feb-26 02:24:40,"Llaneros - Deportivo Pasto Under 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418082909842 | ID Scommessa AdM bc0000000023b497750a",Punta,2.80,"3,00", -- ," 5,40 ",Vinta
10-feb-26 23:25:13,10-feb-26 23:59:11,"Cúcuta Deportivo - Ind Medellin Under 4,5 goal-Over/Under 4,5 gol | ID scommessa Betfair 1:418078592976 | ID Scommessa AdM bc000000006283162308",Punta,2.89,"6,00", -- ," 11,36 ",Vinta
10-feb-26 22:41:29,10-feb-26 23:20:28,"Cúcuta Deportivo - Ind Medellin Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418076329203 | ID Scommessa AdM bc000000006281aa7e08",Punta,2.08,"5,00", -- ," 5,40 ",Vinta
10-feb-26 21:17:44,10-feb-26 23:10:29,West Ham - Manchester United Manchester United-Esito Finale | ID scommessa Betfair 1:418062776932 | ID Scommessa AdM bc000000004046b70209,Punta,1.74,"3,50", -- ," -3,50 ",Persa
10-feb-26 21:17:54,10-feb-26 22:58:33,"Birmingham - West Bromwich Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418062813136 | ID Scommessa AdM bc000000004046bb1a09",Punta,1.58,"2,50", -- ," -2,50 ",Persa
10-feb-26 22:20:51,10-feb-26 22:56:36,"Napoli - Como Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418073955390 | ID Scommessa AdM bc00000000404c9b7909",Punta,1.84,"3,50", -- ," -3,50 ",Persa
10-feb-26 21:22:20,10-feb-26 22:52:14,Hearts - Hibernian Hearts-Esito Finale | ID scommessa Betfair 1:418063771905 | ID Scommessa AdM bc00000000404739e609,Punta,1.91,"3,00", -- ," 2,73 ",Vinta
10-feb-26 22:41:17,10-feb-26 22:44:03,Leicester - Southampton Pareggio-Esito Finale | ID scommessa Betfair 1:418076313699 | ID Scommessa AdM bc000000006281a81208,Punta,42.15,"6,50", -- ," -6,50 ",Persa
10-feb-26 21:32:44,10-feb-26 22:40:39,"Hertha Berlino - Friburgo Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418065911578 | ID Scommessa AdM bc00000000404851da09",Punta,2.06,"2,00", -- ," -2,00 ",Persa
10-feb-26 21:58:45,10-feb-26 22:38:01,"Foggia - AZ Picerno Over 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418070243784 | ID Scommessa AdM bc00000000404abd3009",Punta,1.39,"3,00", -- ," -3,00 ",Persa
10-feb-26 22:23:06,10-feb-26 22:38:01,"Foggia - AZ Picerno Under 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418074287549 | ID Scommessa AdM bc0000000062806fd108",Punta,1.50,"4,00", -- ," 2,00 ",Vinta
10-feb-26 21:52:49,10-feb-26 22:37:30,"Oxford United - Norwich Over 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418069137558 | ID Scommessa AdM bc00000000404a302309",Punta,1.42,"3,00", -- ," -3,00 ",Persa
10-feb-26 20:34:17,10-feb-26 22:31:26,Tottenham - Newcastle Pareggio o ospite-Doppia Chance | ID scommessa Betfair 1:418053235638 | ID Scommessa AdM bc0000000023a4a00f0a,Punta,1.42,"3,50", -- ," 1,47 ",Vinta
10-feb-26 20:35:12,10-feb-26 22:30:27,Cosenza - Siracusa Cosenza-Esito Finale | ID scommessa Betfair 1:418053398006 | ID Scommessa AdM bc0000000062756d5708,Punta,1.61,"4,00", -- ," 2,44 ",Vinta
10-feb-26 20:38:12,10-feb-26 22:30:27,Cosenza - Siracusa Cosenza-Esito Finale | ID scommessa Betfair 1:418053936447 | ID Scommessa AdM bc000000006275bbce08,Punta,1.67,"3,50", -- ," 2,35 ",Vinta
10-feb-26 20:34:06,10-feb-26 22:29:21,Chelsea - Leeds Chelsea-Esito Finale | ID scommessa Betfair 1:418053200572 | ID Scommessa AdM bc0000000023a49a2b0a,Punta,1.56,"3,00", -- ," -3,00 ",Persa
10-feb-26 22:25:37,10-feb-26 22:28:39,Atalanta U23 - Potenza Pareggio-Esito Finale | ID scommessa Betfair 1:418074643771 | ID Scommessa AdM bc00000000404cfd1309,Punta,1.03,"4,00", -- ," 0,12 ",Vinta
10-feb-26 22:10:51,10-feb-26 22:27:48,Casertana - Crotone Pareggio-Esito Finale | ID scommessa Betfair 1:418072362958 | ID Scommessa AdM bc00000000404bc87009,Punta,1.43,"4,00", -- ," 1,72 ",Vinta
10-feb-26 20:43:02,10-feb-26 22:27:43,"Catania - Audace Cerignola Under 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418054796793 | ID Scommessa AdM bc0000000023a583530a",Punta,1.72,"5,00", -- ," 3,60 ",Vinta
10-feb-26 22:10:18,10-feb-26 22:27:13,"Leicester - Southampton Over 4,5 goal-Over/Under 4,5 gol | ID scommessa Betfair 1:418072264269 | ID Scommessa AdM bc0000000023aeb9490a",Punta,1.65,"4,00", -- ," 2,60 ",Vinta
10-feb-26 22:21:06,10-feb-26 22:26:23,"Mansfield - Peterborough Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418073991279 | ID Scommessa AdM bc00000000404ca05209",Punta,1.99,"3,00", -- ," 2,97 ",Vinta
10-feb-26 20:37:07,10-feb-26 22:23:23,Lucerna - Grasshoppers Lucerna-Esito Finale | ID scommessa Betfair 1:418053746254 | ID Scommessa AdM bc000000004041f99009,Punta,1.85,"4,00", -- ," 3,40 ",Vinta
10-feb-26 20:33:13,10-feb-26 22:22:42,Salernitana - S.S.D. Casarano Calcio Salernitana-Esito Finale | ID scommessa Betfair 1:418053033968 | ID Scommessa AdM bc0000000023a47fc00a,Punta,1.53,"3,50", -- ," 1,86 ",Vinta
10-feb-26 20:56:49,10-feb-26 22:20:51,"Crawley - Cambridge United Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418057948640 | ID Scommessa AdM bc0000000040443f4909",Punta,1.55,"5,00", -- ," 2,75 ",Vinta
10-feb-26 21:25:46,10-feb-26 22:11:09,"Mansfield - Peterborough Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418064499470 | ID Scommessa AdM bc000000004047976309",Punta,1.75,"5,00", -- ," 3,75 ",Vinta
10-feb-26 22:03:52,10-feb-26 22:10:03,"Wigan - Reading Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418071134841 | ID Scommessa AdM bc00000000404b29c309",Punta,1.66,"3,00", -- ," 1,98 ",Vinta
10-feb-26 21:40:48,10-feb-26 22:09:17,"Casertana - Crotone Over 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418067164644 | ID Scommessa AdM bc00000000404904e809",Punta,1.55,"2,00", -- ," 1,10 ",Vinta
10-feb-26 21:21:41,10-feb-26 22:07:01,"Napoli - Como Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418063634718 | ID Scommessa AdM bc000000004047284109",Punta,1.73,"5,00", -- ," 3,65 ",Vinta
10-feb-26 21:24:13,10-feb-26 22:06:23,"Leicester - Southampton Over 3,5 goal-Over/Under 3,5 gol | ID scommessa Betfair 1:418064177188 | ID Scommessa AdM bc0000000023aa674a0a",Punta,1.25,"2,50", -- ," 0,63 ",Vinta
10-feb-26 22:00:49,10-feb-26 22:04:26,"Ferreira - Sporting Lisbon B Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418070627342 | ID Scommessa AdM bc0000000023adedb50a",Punta,1.29,"3,50", -- ," 1,02 ",Vinta
10-feb-26 20:15:07,10-feb-26 21:57:01,Venezia - Modena Venezia-Esito Finale | ID scommessa Betfair 1:418050332348 | ID Scommessa AdM bc00000000404024a609,Punta,2.10,"4,00", -- ," -4,00 ",Persa
10-feb-26 20:32:16,10-feb-26 21:52:19,"Everton - Bournemouth Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418052852583 | ID Scommessa AdM bc0000000023a466800a",Punta,1.26,"4,00", -- ," 1,04 ",Vinta
10-feb-26 20:51:03,10-feb-26 21:49:37,"Oxford United - Norwich Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418056728705 | ID Scommessa AdM bc0000000040439b4e09",Punta,1.49,"5,50", -- ," 2,70 ",Vinta
10-feb-26 20:20:02,10-feb-26 21:41:03,"Pescara - Catanzaro Over 1,5 goal-Over/Under 1,5 gol | ID scommessa Betfair 1:418051048254 | ID Scommessa AdM bc0000000040407b4409",Punta,1.54,"5,00", -- ," 2,70 ",Vinta
10-feb-26 20:46:22,10-feb-26 21:14:48,"Leicester - Southampton Over 2,5 goal-Over/Under 2,5 gol | ID scommessa Betfair 1:418055603317 | ID Scommessa AdM bc000000004043045809",Punta,1.91,"5,00", -- ," 4,55 ",Vinta
10-feb-26 20:36:10,10-feb-26 21:10:09,Al-Ittihad - Al Gharafa No-Entrambe le squadre a segno | ID scommessa Betfair 1:418053561195 | ID Scommessa AdM bc000000004041dc2109,Punta,1.25,"3,50", -- ," 0,88 ",Vinta
10-feb-26 20:30:06,10-feb-26 20:33:53,"Al-Ittihad - Al Gharafa Under 4,5 goal-Over/Under 4,5 gol | ID scommessa Betfair 1:418052447921 | ID Scommessa AdM bc000000006274de4308",Punta,5.70,"4,00", -- ," -4,00 ",Persa
